50 20
5 5
3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3
3	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	3	4	4	3	4	4	3	4	4	3	4	4	4	4	3
3	4	4	1	1	1	4	4	7	4	4	7	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	4	4	4	1	1	4	1	1	1	1	1	1	1	4	4	4	4	4	5	4	4	4	4	5	4	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	3
3	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3
3	1	4	4	4	4	5	4	4	4	4	4	5	4	4	4	1	1	1	1	1	1	1	4	4	4	4	3	3	4	4	4	4	3	3	3	3	4	4	5	4	4	4	4	4	4	4	4	4	3
3	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3
3	1	1	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3
3	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	3	3	3	3	3	4	4	4	4	4	5	4	4	4	4	4	4	4	4	3
3	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	5	4	4	4	4	4	3	3	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3
3	1	1	1	0	0	0	0	0	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3
3	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	3	3	3	3	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3
3	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	4	4	3	4	4	4	4	4	4	4	5	4	4	4	4	4	4	3
3	1	1	1	7	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	3	3	4	4	4	4	4	4	4	4	4	4	4	4	0	0	3
3	1	1	1	0	4	4	4	4	4	4	7	4	4	4	4	4	4	4	4	4	5	4	4	4	4	3	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	0	1	1	3
3	1	1	1	4	4	4	0	4	4	4	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	4	0	0	1	1	1	3
3	1	1	1	4	4	4	4	4	4	0	0	0	7	4	7	2	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	0	0	1	1	1	1	1	3
3	1	1	1	4	7	4	7	4	7	0	0	0	0	0	0	2	2	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	3	3	4	4	4	4	4	0	0	1	1	1	1	1	1	1	3
3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	1	1	1	1	1	1	1	1	3
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3


